user_id,item_id
1345adfg,8
134679jc333,17
135781,63
1373648137417,176
137731251236671466147,371
13971397,222
1398199813,3
13lazer,398
13omadragon,33
13salva,61
1408129010,31
142331415,179
142412412124142,3
14372193,111
143865,62
1440454,70
144289919655093823,48
1452221660414,140
14528910,1
1454235887,3
145578,94
1456237,34
1457184935981,27
146847798098,29
14725836900,17
14747,180
147532984,99
147751,12
14789633698741,348
148203604,7
150010792,113
150230,152
1513412123111331,17
151995,41
1522188745,83
1540359,14
154352,87
1546328127418,27
154930493,38
15511551,156
155754572,21
15632897,255
157645,487
15832789427,102
1591240764,101
15934,124
159zse159,377
1607426135,14
1626466724893520,64
163050995,13
16362426247,68
16395,11
16538,138
16748438,21
169420666,53
17-04-2000,90
17101710,134
1711338513531,28
171516,196
1726432,12
17291799,19
172954833,24
173902,2
1739902091026,79
174561864923145,51
174gamecuman700kngkakak,159
17731773,47
177652,24
17829463213,69
1800-Ricohut,121
1800FkMyVajj,7
18023009,2
180577,66
18082001,105
18228272828,153
182748927838783778382,21
182828282,44
18283848,72
1829369648,2
18481,154
1850172512752815,28
18504965711,80
1859082899,17
186038013,1
1870380085,43
1873410337,39
1875489156748,52
187625,121
18855881,204
1889999999999999,35
19-20-5-20-27-5-18,32
190120001826,2
1920410,87
19210801,51
1922001,94
1930234,82
19365,103
19372250,137
1937648259137856lkjnoik,9
1944086851,14
1947CARROTS,26
194847383,135
1956aa1,113
195862,69
19702316748,94
19720911,5
19820182123,13
1994dbc,207
1997-07-06_J077,7
19990923,41
199A,27
19te_Polska,70
1BUCK80,32
1GN33L,20
1MLG2U,59
1NFR33,196
1R1M1,52
1UK33Y,30
1_Taipan,25
1a1u14,76
1dog636,104
1epicninja,91
1iam1iam1iam,70
1jamesn4,82
1qaz2wwx010,23
1silentsniper1,319
1snap,179
1stBLUE-COW,52
1stpionpaul,162
1sttperson,42
1v1meguy,245
1v1meinclubpenguinscrub,28
1v1mim8,70
2000jtc,60
2001911,4
200220006,139
20041213,27
200719917302,59
200px-spy-taunt-laugh,18
2011368123,252
20115011,4
205723552,15
2080308,85
2092000666,31
210519992016,84
21072013,21
211011374,32
21129393,9
2114521846341684,13
2121312,17
2125125126,6
212blair212,17
213123123132,200
21321112399,13
2139093311,7
215251,35
216712138,92
218939137821738213127983,92
219121912191,13
21lord21drag,5
22109203,98
222081994,26
2222224444555985,35
2222455,131
2233dog15,17
22491987,51
22502250,77
225544,72
225555,17
226rep,10
2271531450,25
2293371488,47
23012003,18
231091,184
2311985201258745633313,37
231321455,60
23142433253545,122
23184798,32
2323534545,158
233433,8
2342526,52
23434454365463446754546576e45646,99
2345XXXXX,52
234671,28
235269,88
235324234732,27
2364786499,49
23745736,74
2378695,2
2390746539217,23
23974656456,84
2398,22
23Batman05,145
23jesus23,70
24045681579016271,15
24101738,34
243567890,7
2435689,76
2435764824567835,26
24453,74
2448531,80
24532453,134
24596,121
24681256447,11
246823,25
247211,154
2479742,106
248392584,7
248482,277
24862345243,49
24902,45
249758,181
24BallerJK,9
24CmRuler,77
25050,99
25061841,15
25230405,98
25231341243,34
2539428377924,106
256565,18
2571,690
259987556434546,121
25_Years_Since_Freddie,30
26070,36
2608739,5
26292919,94
2647891,8
2688789326887893,73
269485,284
27073108,106
27601MCM,58
27649735,2
2768820078,91
279519365,127
27dnguyen,29
28019769,124
2826,7
2891723967123,160
28yelkco,32
29017637452801,86
291129112911291129112911,68
29123,18
2933725,2
2987654235,8
29998000,46
2Chill,122
2Degrees,82
2EzRogueDH,12
2JZEEEEBABY,61
2Lethal,117
2Ryo2Know,29
2Ta4,362
2ZESTY4ME,82
2amigosupremos753,1
2cq,898
2d4nk4m3,160
2edgy4youboi,84
2ez2xl,79
2ez4medick,32
2fast4u271,39
2g00d4u,14
2greasy,33
2ik4tf,22
2kewl4you,9
2lstgun,31
2matoe,24
2muchred,149
2nerdssemvida,101
2pac_Skai,1
2pacisaliveincuba,303
2ptwisted,18
2red12,151
2sBs,219
2sd31,11
2seggy4um8havalook,10
2she,57
2sneaky5u,291
2spookis,199
2spooky,323
2unimaginative4u,23
2v1meyoucheekyscrub,42
2xDelorean,55
30035115,97
300799,14
30102000,1
30102002,33
3021Daniel,105
3038070,5
3046123,70
305010,67
30699,29
30XxPikachuxX03,3
313134,378
314155156915923,36
31456576727471577757175717,21
31575,73
317733235,58
317984739321,75
317jim,15
318941651,42
3197,44
320RustPro,11
3214213216,107
321541,26
3218998529,2
3265899423,66
326759263846544,294
329838102,19
32bitmaximus,79
33275,9
3333322,1
333333259,15
33334scat,59
333666333111,24
333hab,234
33442,7
334756875,111
34234252sd,16
3423523425433425,118
343221221,52
34324132,41
343574890,27
34383536,14
343rox,18
34451,1
3456457568,90
34565754,28
3456669133723,9
345675,180
34568535890075433578,44
34573671264yi,92
345827357205098,31
3496148694969,132
350176,32
350241,184
352039981386723,30
3523436346,99
35353534,29
35475,161
3548548564856498484894,149
3565Jason,22
36033,32
360NoScopeMLGBLAZEGirlGamer69,10
360j1mmy,314
3635,101
363997099,8
36864,22
369231461278416,127
36_T,259
373848099,99
37755753,136
378366354,69
37891266723,144
380012,16
381644,84
38174962156174513,25
38189307,20
387561,18
38927497,725
38y685ie4e89r78,13
391204566,89
3Ldota,6
3dster,113
3eBpA,140
3lAckCAt,114
3mike,106
3mperi0,41
3nv3y,139
3ring,24
3stantedja,6
3teGZ_Rorschach,70
3th3,66
3vild33d,41
3xU,146
3xc4l18urblue,76
3xotic26,153
400primetopkeks,18
4017209381,10
402553929,54
4043RROR,91
404PlayerNotFound,86
404ok4561687987879847,16
4131723314123,33
414291,40
41781029,51
4200769711,26
4201,31
4202346,73
420BlazeItMLG,23
420Blz,199
420BlzeIT,40
420DankMasterKush420,102
420NigelGaming420,48
420_Blaze_It_Fgt,18
420believe,43
420blazedondaweedguyz,29
420blazefag00t,5
420blazeitbitches,22
420blaznnoscope,30
420box,137
420cheekycunt,14
420dankmemer,53
420fedora,92
420gandalfyoda,36
420haybale,18
420lol420,31
420slender,32
4234213234124,20
42456,9
42654264,24
427533764,1
42978717,217
42rsfw42efwrwr,29
4301945,13
4321louis,70
4324434,19
434238948,80
434546464,76
44196,140
442199,4
44290,34
4432XABLAU,204
4454664,76
4456829,36
44579,47
44845991789,25
44925952,10
452213,3
45236243663663643636,45
45378665,3
4545451111,38
4545648,8
454575878752,12
45514551,70
45544554455445,91
45622hd,3
4563453467436754656677,8
4564231564,38
4567cabi,45
45685748567857,58
45748930,21
45826755958,40
458768,64
458769873675,7
45883274,275
45979,3
46366536564574576346346546,192
4687843213132,12
4735736754,16
47444744,6
47DollarsInMyBankAccount,73
47enth,224
4801,70
4805766,4
48226746,123
483752394756293478563845,10
486259317,94
4Elementals,19
4KnightArtorias,39
4RCH4NG3Ll,173
4_5C12U13,127
4bigs,2
4d1t,23
4hwei,187
4i20swagyolo69,24
4loreseeker,31
4mrtm,127
4n0m4ly,78
4n631,51
4nti-y0u,116
4op2U,89
4p4ch3,48
4skin5head,53
4tiles,20
50899161,213
51041,47
51134243,95
512356,518
51252151215512,74
512am,38
513659145,8
51564210333,81
519130312,100
519348245,71
51centcorn,299
51jets,28
52554261,2
527788235,245
53071407,26
53112195114,51
5318064,50
5343039,204
535346456636,83
53774,178
5400540054005400,101
54263144,35
54321DrOpThEbAsS,19
5438910,25
544183980,133
544542132154524145,33
54494292,23
5453V3,17
54546545,89
54678907652,71
5469782134896,351
548547248072804,74
54Strat,57
54r93,199
550455,16
554076033,14
55432147,133
5554Grovesy,91
5564321,23
558092,53
564743553uy5367,52
567234,61
56745879956,6
56748930,34
5678LetMeCyaBootyShake,100
5692496235797644,107
5739108,101
57841325,37
5790870877878,12
579132657905,10
58077979,40
58254410,170
58291756,1
5856565456564,104
58981044,92
5901,65
59285912859,52
5975,241
5LuG,23
5car3crow,99
5h0tL3s5,72
5nakebit3,42
5p1ca,83
5spooky420me,24
5unDe,1
5weetness,1
5yearoldrexrex111,122
60324133769,87
6060548,95
60sSpiderman,15
61241571,21
61428,26
616333,77
61782,69
618554,30
6294421419,116
63246555,26
6344143214,3
63718432421321321312,74
63Hayden,150
6435677448,43
64512328,131
64574574574744,36
64723864,221
650326,12
6524696969,47
653448,154
6545_Sniffler,49
65464684,179
65711642,48
657475591245,138
6592,335
66083299,30
66113860,41
666101,236
66666669999999,121
666999661,25
666NeCrO,505
666slayerr666,133
66839427,88
66d,78
66ot,54
67162763,90
6738497298564377854673421,128
67712702,14
678rtv45,35
679gog,54
67samjosh,59
68496742234,178
6871,110
69133709,34
69222518,116
692412341234,28
6935,168
694201337694201337,51
696969696969699,38
696969697,293
697235,22
698959,97
69_420_bl41e_fgt,85
69bmw,34
69doggystyle,100
69madman,18
6C_Troll,33
6dighero,337
6ex6ex6ex,82
6golf6,11
6teencarz,84
70293553,6
71124,60
711armageddoncarmageddon,96
7122456,28
71251241,100
7225eternally,10
72345,1
72345436754433546,140
723943123,53
72947282842,2
735102120,9
737911,198
739567275,136
739749287981,38
740449400,28
74345,207
743748734,19
7466NHK,54
748237482374284792,132
74987000,57
750805,690
7515953,56
75498,37
756755557153145,119
75791513,28
75k12,99
76415,34
76561193688520497,57
76561197960271609,30
76561197960277635,42
76561197960279587,37
76561197960279912,36
76561197960281419,26
76561197960285738,16
76561197960285909,24
76561197960286077,13
76561197960286950,184
76561197960288186,254
76561197960295773,14
76561197960298230,71
76561197960299496,28
76561197960301970,96
76561197960324641,1168
76561197960324664,33
76561197960324928,78
76561197960333283,24
76561197960339094,17
76561197960364170,47
76561197960366346,63
76561197960390517,75
76561197960425229,94
76561197960426941,47
76561197960438497,21
76561197960453899,34
76561197960454309,64
76561197960459970,34
76561197960461312,77
76561197960462807,10
76561197960467275,214
76561197960468120,25
76561197960470293,18
76561197960471546,25
76561197960471761,51
76561197960478402,26
76561197960478966,36
76561197960481739,59
76561197960499156,8
76561197960508459,14
76561197960531365,16
76561197960541850,22
76561197960549169,199
76561197960564189,56
76561197960565919,29
76561197960571317,68
76561197960572371,29
76561197960575139,85
76561197960577481,167
76561197960580457,16
76561197960589167,31
76561197960607334,29
76561197960608571,21
76561197960611419,21
76561197960617353,25
76561197960666461,17
76561197960693758,66
76561197960694096,187
76561197960713250,207
76561197960721600,31
76561197960721799,18
76561197960743001,17
76561197960799510,41
76561197960802408,25
76561197960802995,62
76561197960803312,56
76561197960811584,195
76561197960811774,30
76561197960874012,19
76561197960877600,24
76561197960888883,40
76561197960891010,269
76561197960946320,50
76561197960959352,33
76561197960959436,136
76561197960962392,29
76561197960963799,98
76561197960971187,17
76561197961051810,170
76561197961108717,87
76561197961111954,24
76561197961118969,78
76561197961124706,111
76561197961157004,62
76561197961172553,164
76561197961172915,153
76561197961187815,24
76561197961216740,31
76561197961222930,22
76561197961234023,29
76561197961247707,95
76561197961279828,33
76561197961316177,42
76561197961325529,80
76561197961375322,24
76561197961448249,22
76561197961464265,74
76561197961465709,91
76561197961527817,67
76561197961533298,319
76561197961567943,74
76561197961572037,17
76561197961612098,32
76561197961628243,140
76561197961631213,69
76561197961637426,101
76561197961643678,100
76561197961648625,106
76561197961663345,27
76561197961672116,90
76561197961702279,89
76561197961718947,34
76561197961739219,46
76561197961745322,16
76561197961823780,30
76561197961838528,18
76561197961840584,97
76561197961857584,144
76561197961860415,35
76561197961892438,93
76561197961925195,24
76561197961948959,55
76561197961951233,12
76561197961979693,22
76561197962023392,30
76561197962025274,55
76561197962048866,130
76561197962077181,29
76561197962080059,16
76561197962089166,17
76561197962104795,79
76561197962175536,28
76561197962197347,39
76561197962221247,80
76561197962223765,15
76561197962298116,13
76561197962338878,45
76561197962414903,20
76561197962441411,30
76561197962448420,86
76561197962604175,29
76561197962686639,44
76561197962728844,43
76561197962738675,64
76561197962755121,21
76561197962775018,77
76561197962862487,62
76561197962960302,126
76561197963008605,9
76561197963038819,15
76561197963090949,24
76561197963130430,204
76561197963206623,187
76561197963219999,235
76561197963262084,55
76561197963325844,19
76561197963338250,23
76561197963392788,40
76561197963401558,90
76561197963405974,98
76561197963406032,29
76561197963420680,62
76561197963421102,19
76561197963429707,23
76561197963436918,114
76561197963443099,44
76561197963443724,13
76561197963455626,276
76561197963469414,211
76561197963478502,59
76561197963485479,20
76561197963518361,13
76561197963518399,16
76561197963530842,23
76561197963532952,55
76561197963538874,52
76561197963549028,218
76561197963584284,31
76561197963613344,29
76561197963638240,167
76561197963746199,138
76561197963759246,32
76561197963797456,105
76561197963801702,51
76561197963914566,95
76561197963977595,89
76561197964050011,75
76561197964072195,35
76561197964092053,150
76561197964129564,148
76561197964188781,257
76561197964247504,36
76561197964286188,97
76561197964301090,111
76561197964310685,23
76561197964316999,251
76561197964317648,434
76561197964386329,32
76561197964386571,59
76561197964402427,121
76561197964421738,136
76561197964435063,82
76561197964473354,25
76561197964542243,88
76561197964586074,66
76561197964656641,23
76561197964743118,42
76561197964743311,200
76561197964753680,766
76561197964772156,118
76561197964876290,62
76561197964880950,205
76561197964932511,8
76561197965036285,70
76561197965059579,63
76561197965095468,83
76561197965096829,34
76561197965109264,672
76561197965128569,66
76561197965139367,140
76561197965144435,101
76561197965157441,105
76561197965185036,84
76561197965205416,119
76561197965208032,325
76561197965222957,26
76561197965224231,43
76561197965238303,25
76561197965240955,60
76561197965243099,28
76561197965245779,41
76561197965263006,218
76561197965264721,24
76561197965265903,26
76561197965279916,61
76561197965281231,27
76561197965312871,117
76561197965316354,20
76561197965316820,41
76561197965326033,163
76561197965332011,31
76561197965355573,269
76561197965359281,138
76561197965370768,19
76561197965380720,85
76561197965444255,43
76561197965461199,121
76561197965468767,33
76561197965494000,110
76561197965557728,213
76561197965631636,9
76561197965635189,206
76561197965668941,62
76561197965716900,53
76561197965744283,20
76561197965808182,61
76561197965833962,32
76561197965839479,84
76561197965847529,12
76561197965916509,143
76561197965929122,157
76561197965932870,109
76561197965943381,77
76561197966004617,23
76561197966024531,94
76561197966165673,43
76561197966191220,139
76561197966194834,33
76561197966217462,25
76561197966217495,31
76561197966220930,73
76561197966227291,237
76561197966261210,48
76561197966292841,161
76561197966295765,89
76561197966298550,286
76561197966301170,24
76561197966341514,76
76561197966514579,19
76561197966533843,27
76561197966578686,29
76561197966586458,69
76561197966587792,75
76561197966590415,168
76561197966604253,353
76561197966624181,9
76561197966647905,146
76561197966693214,16
76561197966713982,44
76561197966721582,94
76561197966723681,144
76561197966725255,25
76561197966739560,17
76561197966764681,223
76561197966804339,38
76561197966807924,283
76561197966836671,101
76561197966846734,43
76561197966852281,19
76561197966878140,163
76561197966936422,135
76561197966950679,86
76561197966956978,454
76561197966979423,111
76561197967019978,36
76561197967035821,39
76561197967104323,63
76561197967105188,970
76561197967118843,108
76561197967118917,15
76561197967157024,31
76561197967174031,354
76561197967253452,39
76561197967270344,17
76561197967318124,48
76561197967370851,118
76561197967372222,21
76561197967394259,31
76561197967411092,32
76561197967427519,360
76561197967443671,96
76561197967443926,120
76561197967445425,76
76561197967457505,129
76561197967469174,3205
76561197967473231,272
76561197967477981,57
76561197967492300,33
76561197967513414,157
76561197967517744,9
76561197967568967,15
76561197967583370,122
76561197967584607,175
76561197967598398,244
76561197967609413,331
76561197967621845,76
76561197967623794,105
76561197967649169,14
76561197967664049,95
76561197967675083,51
76561197967703294,19
76561197967708845,39
76561197967723333,185
76561197967756999,540
76561197967787808,109
76561197967789230,106
76561197967794920,36
76561197967849744,164
76561197967853296,102
76561197967856025,28
76561197967883005,10
76561197967886769,20
76561197967915075,104
76561197967947947,19
76561197968027714,88
76561197968034630,30
76561197968090935,220
76561197968108638,53
76561197968136686,11
76561197968154216,138
76561197968167449,225
76561197968184802,12
76561197968205306,73
76561197968269984,31
76561197968284494,18
76561197968287469,60
76561197968293229,92
76561197968305777,182
76561197968307794,270
76561197968309477,38
76561197968314652,414
76561197968331328,393
76561197968361273,40
76561197968362646,36
76561197968373869,27
76561197968376795,245
76561197968406106,37
76561197968409776,36
76561197968411887,812
76561197968414429,173
76561197968432179,34
76561197968474193,45
76561197968515654,57
76561197968515942,191
76561197968547556,121
76561197968572338,19
76561197968594848,13
76561197968602819,17
76561197968606273,64
76561197968620326,61
76561197968623460,46
76561197968627825,46
76561197968647482,59
76561197968683994,190
76561197968694830,53
76561197968697949,175
76561197968760638,43
76561197968761070,39
76561197968765108,66
76561197968819541,39
76561197968819806,75
76561197968874281,78
76561197968887720,347
76561197968915746,46
76561197968942250,51
76561197968951553,45
76561197968986231,47
76561197968995739,34
76561197969020980,241
76561197969099222,51
76561197969180389,34
76561197969208352,19
76561197969210592,144
76561197969309317,115
76561197969314107,176
76561197969331617,32
76561197969332199,32
76561197969339666,151
76561197969361001,61
76561197969375164,144
76561197969407671,116
76561197969434273,97
76561197969506741,14
76561197969526559,83
76561197969534642,183
76561197969569445,32
76561197969572003,25
76561197969577656,17
76561197969599867,310
76561197969661732,32
76561197969663913,27
76561197969678202,30
76561197969678792,58
76561197969690601,22
76561197969726674,73
76561197969731516,37
76561197969744612,555
76561197969747452,77
76561197969757162,29
76561197969792821,71
76561197969800840,183
76561197969868617,87
76561197969938407,90
76561197969946076,59
76561197969956494,58
76561197969968914,65
76561197970020418,48
76561197970021062,99
76561197970030775,236
76561197970037772,60
76561197970059381,319
76561197970076726,384
76561197970095939,19
76561197970097668,120
76561197970132164,151
76561197970137892,177
76561197970147684,112
76561197970148466,570
76561197970168558,33
76561197970173381,16
76561197970225847,8
76561197970293781,21
76561197970317038,104
76561197970329595,46
76561197970347433,349
76561197970398639,118
76561197970437712,15
76561197970492914,21
76561197970496656,158
76561197970500142,57
76561197970502736,213
76561197970512992,86
76561197970523542,51
76561197970524334,74
76561197970528472,63
76561197970528598,68
76561197970528840,72
76561197970529590,112
76561197970530608,90
76561197970532578,322
76561197970537259,185
76561197970541216,247
76561197970542002,340
76561197970542592,273
76561197970544576,40
76561197970547350,32
76561197970548777,50
76561197970551076,273
76561197970565267,149
76561197970580235,2070
76561197970600478,270
76561197970628046,83
76561197970628382,70
76561197970642656,380
76561197970643572,52
76561197970651868,69
76561197970652384,301
76561197970656194,67
76561197970657488,118
76561197970660444,25
76561197970668319,53
76561197970675875,122
76561197970686545,88
76561197970688011,218
76561197970690761,91
76561197970691161,60
76561197970692869,73
76561197970693243,60
76561197970723780,490
76561197970724420,688
76561197970725078,193
76561197970733576,61
76561197970737508,46
76561197970738784,127
76561197970739448,110
76561197970739809,28
76561197970754503,154
76561197970754837,27
76561197970757585,46
76561197970758033,100
76561197970767631,28
76561197970767761,22
76561197970773965,23
76561197970812298,149
76561197970816430,87
76561197970818100,189
76561197970818136,41
76561197970828806,158
76561197970835772,29
76561197970844697,39
76561197970847001,62
76561197970851299,23
76561197970874404,213
76561197970895200,58
76561197970898434,70
76561197970905284,87
76561197970909973,21
76561197970912667,23
76561197970936821,98
76561197970951048,6
76561197970953564,285
76561197970969335,9
76561197970972400,60
76561197970982479,277
76561197970997520,140
76561197971005450,69
76561197971027247,276
76561197971044458,34
76561197971050940,32
76561197971059162,152
76561197971071859,152
76561197971074473,446
76561197971076715,41
76561197971076881,74
76561197971077683,63
76561197971077817,85
76561197971085631,9
76561197971088208,62
76561197971090890,155
76561197971097974,41
76561197971111615,68
76561197971119511,1595
76561197971128349,169
76561197971128924,380
76561197971149785,6
76561197971157949,78
76561197971177524,34
76561197971180788,160
76561197971184192,80
76561197971188713,14
76561197971193008,109
76561197971207409,15
76561197971253101,54
76561197971256061,28
76561197971259035,17
76561197971268020,72
76561197971285616,302
76561197971325744,92
76561197971327741,220
76561197971333742,4
76561197971336570,70
76561197971362297,12
76561197971366625,387
76561197971369024,111
76561197971395842,16
76561197971399999,409
76561197971401137,69
76561197971402201,50
76561197971402877,42
76561197971430664,40
76561197971440875,25
76561197971458050,23
76561197971463775,25
76561197971470597,61
76561197971494584,18
76561197971495476,55
76561197971534022,139
76561197971535079,35
76561197971541516,120
76561197971559056,19
76561197971561649,23
76561197971591275,127
76561197971591919,49
76561197971591953,11
76561197971598396,23
76561197971627623,31
76561197971634172,36
76561197971663378,38
76561197971688382,77
76561197971693646,35
76561197971724679,122
76561197971725163,129
76561197971742762,48
76561197971771012,62
76561197971771322,37
76561197971799489,37
76561197971799589,52
76561197971799810,8
76561197971806156,31
76561197971829696,127
76561197971842661,61
76561197971851704,332
76561197971861347,34
76561197971910709,74
76561197971917242,62
76561197971925776,55
76561197971933349,79
76561197971942697,37
76561197971951483,355
76561197971952198,165
76561197971959348,10
76561197971964736,2
76561197971982117,71
76561197971994126,154
76561197972059969,186
76561197972062983,97
76561197972135736,63
76561197972145947,24
76561197972149688,44
76561197972166311,72
76561197972180709,131
76561197972254490,46
76561197972254510,187
76561197972261430,326
76561197972269502,49
76561197972275505,45
76561197972280813,139
76561197972282027,106
76561197972282873,31
76561197972286349,208
76561197972289291,35
76561197972350379,14
76561197972361546,81
76561197972384083,195
76561197972391677,144
76561197972402439,405
76561197972403883,13
76561197972415919,16
76561197972438750,10
76561197972443914,36
76561197972445830,38
76561197972452208,137
76561197972468173,41
76561197972468339,127
76561197972515728,33
76561197972516748,90
76561197972565304,8
76561197972609650,140
76561197972619838,13
76561197972646182,167
76561197972678909,54
76561197972680037,69
76561197972695242,105
76561197972699388,15
76561197972701676,38
76561197972718483,107
76561197972752669,41
76561197972758795,28
76561197972760236,228
76561197972797551,116
76561197972800809,240
76561197972873385,163
76561197972880792,56
76561197972887844,10
76561197972888476,10
76561197972895329,22
76561197972903823,124
76561197972906567,53
76561197972908857,51
76561197972911511,105
76561197972916497,35
76561197972922044,91
76561197972926804,85
76561197972975265,55
76561197972996510,57
76561197973037294,12
76561197973111769,84
76561197973114685,194
76561197973131198,20
76561197973156896,95
76561197973196808,100
76561197973219617,166
76561197973237094,80
76561197973242812,38
76561197973290663,78
76561197973299230,42
76561197973306956,169
76561197973321495,73
76561197973331762,15
76561197973395845,191
76561197973439227,20
76561197973470219,103
76561197973525528,42
76561197973530158,21
76561197973644913,31
76561197973647504,74
76561197973688926,52
76561197973704397,89
76561197973723668,85
76561197973805396,33
76561197973809612,10
76561197973812297,12
76561197973942939,186
76561197973954316,16
76561197973987676,63
76561197973987952,74
76561197974025903,52
76561197974036386,104
76561197974046485,20
76561197974077859,158
76561197974144141,74
76561197974165317,49
76561197974166217,14
76561197974176814,82
76561197974180292,147
76561197974183282,14
76561197974206602,15
76561197974207764,15
76561197974245101,46
76561197974253442,371
76561197974261803,29
76561197974288321,70
76561197974339442,25
76561197974394924,137
76561197974396963,36
76561197974400211,10
76561197974412558,38
76561197974465310,72
76561197974497618,141
76561197974500703,309
76561197974528884,28
76561197974550763,6
76561197974617995,130
76561197974649431,17
76561197974677179,131
76561197974745554,66
76561197974754753,27
76561197974754955,27
76561197974790969,382
76561197974804604,266
76561197974875094,297
76561197974877185,77
76561197974893762,74
76561197974894521,193
76561197974897259,160
76561197974898849,52
76561197974941166,120
76561197974961641,72
76561197974963007,167
76561197974968656,43
76561197975018849,9
76561197975074330,36
76561197975112448,43
76561197975163417,17
76561197975220344,13
76561197975257912,25
76561197975296603,31
76561197975349280,142
76561197975369524,2585
76561197975390353,113
76561197975452203,21
76561197975513068,8
76561197975513866,54
76561197975533000,38
76561197975589727,88
76561197975627080,48
