posted_ok,recommend
2014/08/23,True
2014/06/17,True
2014/07/10,False
2015/06/15,True
2015/02/14,True
2015/09/12,True
2015/09/12,True
2015/07/01,True
2015/07/01,True
2015/06/15,True
2015/01/15,True
2015/04/29,True
2015/03/29,True
2014/11/23,True
2014/02/12,True
2013/12/26,True
2015/08/29,True
2015/10/05,False
2013/06/14,False
2015/11/23,True
2015/05/31,True
2015/05/03,True
2015/08/06,True
2015/10/05,True
2015/12/17,True
2014/12/17,True
2014/09/30,True
2015/03/10,True
2015/03/10,True
2015/09/01,True
2015/11/18,True
2015/08/08,True
2015/07/15,True
2015/06/12,False
2015/05/19,True
2015/05/11,True
2015/05/02,True
2014/08/20,False
2014/03/18,True
2015/05/01,True
2015/10/28,True
2014/12/15,True
2014/12/06,True
2015/04/11,True
2015/01/31,False
2015/09/13,True
2013/07/26,True
2013/05/18,True
2011/10/30,True
2015/12/13,True
2015/05/18,True
2014/12/13,True
2015/07/31,True
2015/06/29,True
2015/06/29,True
2015/02/12,True
2014/03/29,True
2015/02/04,True
2014/04/21,True
2013/02/15,True
2013/02/15,True
2013/02/15,True
2015/08/01,True
2013/12/27,True
2014/07/16,True
2015/01/13,True
2014/01/11,True
2015/09/03,True
2014/01/20,True
2014/05/03,True
2014/08/02,True
2014/03/17,True
2015/07/19,True
2015/05/26,True
2015/11/22,True
2014/10/18,True
2014/12/30,True
2015/01/22,True
2015/08/20,False
2015/05/14,False
2015/04/13,True
2014/10/01,True
2013/12/28,True
2013/12/28,True
2014/11/30,True
2013/12/28,True
2013/12/28,True
2015/01/05,True
2014/12/23,True
2015/09/01,False
2014/10/04,False
2013/12/08,True
2015/11/06,False
2015/09/23,True
2014/05/31,True
2015/06/24,False
2015/07/22,False
2015/06/03,True
2014/07/26,True
2014/04/23,True
2014/04/12,True
2015/04/04,True
2015/01/05,False
2014/09/14,True
2014/09/14,True
2015/10/12,True
2015/03/22,True
2015/12/01,True
2014/05/10,True
2015/08/01,False
2014/12/30,True
2014/12/27,True
2013/12/26,True
2014/07/13,True
2015/01/28,True
2014/05/08,True
2013/11/21,True
2013/12/07,True
2013/02/09,True
2014/01/09,True
2014/12/26,True
2015/03/13,True
2014/12/23,True
2013/12/26,True
2013/05/18,True
2013/01/09,True
2012/11/30,True
2014/03/10,True
2014/02/27,True
2013/11/25,True
2014/06/11,True
2015/09/04,False
2014/06/18,True
2015/05/11,True
2015/05/22,True
2015/08/10,True
2015/07/07,True
2015/05/13,True
2015/05/02,True
2013/09/15,True
2014/11/04,True
2014/08/07,True
2014/06/30,True
2014/08/21,True
2014/07/16,True
2015/08/07,True
2015/08/02,True
2014/02/24,True
2015/12/28,True
2015/02/27,True
2015/01/16,True
2015/06/10,False
2014/11/27,True
2014/08/02,True
2014/11/03,False
2015/10/17,False
2013/10/08,True
2015/12/28,True
2014/05/08,True
2014/02/18,True
2013/10/27,True
2014/06/04,True
2014/02/26,True
2014/02/26,True
2014/02/26,True
2013/07/15,True
2015/06/16,True
2014/07/20,True
2015/08/24,True
2014/03/14,True
2014/08/28,True
2015/05/30,True
2014/05/26,True
2015/03/05,True
2015/07/23,True
2014/07/07,True
2015/01/16,True
2014/02/16,True
2015/04/11,True
2015/10/16,True
2012/07/15,True
2011/01/27,True
2011/01/27,True
2011/01/27,True
2011/01/27,True
2010/12/16,True
2015/09/09,False
2015/10/15,True
2013/11/26,True
2013/12/12,True
2013/12/15,True
2014/03/05,True
2013/11/30,False
2013/12/02,True
2013/11/28,False
2014/09/11,True
2014/05/26,True
2014/07/18,True
2015/09/10,True
2012/05/22,True
2015/01/17,True
2014/10/24,False
2014/10/27,True
2014/02/08,True
2014/03/08,False
2015/06/10,True
2015/03/13,True
2015/10/01,False
2015/06/29,True
2014/05/02,True
2013/05/06,True
2015/08/31,True
2015/12/28,True
2015/11/23,False
2015/09/04,True
2015/01/10,False
2014/01/04,True
2015/04/24,True
2014/02/21,True
2015/07/13,True
2014/04/03,True
2014/08/29,True
2014/11/16,True
2015/01/04,True
2014/12/06,True
2014/05/16,True
2015/11/26,False
2015/06/12,True
2014/08/28,True
2014/05/20,True
2014/03/25,True
2013/12/02,True
2015/11/15,True
2014/09/02,True
2015/02/05,True
2015/02/06,True
2013/12/24,False
2015/12/11,True
2014/02/16,True
2015/01/17,True
2014/06/21,True
2014/12/30,True
2015/07/09,False
2014/07/31,True
2012/07/12,True
2015/05/01,True
2015/02/02,True
2013/12/16,True
2014/01/05,True
2014/11/23,True
2015/03/11,True
2015/12/25,True
2015/11/29,True
2015/11/06,True
2015/02/27,True
2014/04/13,True
2014/06/07,True
2015/06/05,True
2015/09/02,True
2015/06/05,True
2015/01/15,True
2014/01/12,True
2014/05/03,True
2013/12/13,True
2015/09/06,True
2014/02/12,True
2014/04/28,True
2014/02/09,True
2015/04/24,True
2015/03/21,True
2015/02/28,True
2015/07/15,False
2014/10/07,True
2015/12/22,True
2014/05/06,True
2014/02/22,True
2015/07/18,True
2014/10/24,False
2014/01/02,True
2014/06/07,True
2014/10/28,True
2014/10/15,True
2013/12/20,True
2013/12/06,True
2015/09/27,True
2015/03/28,True
2014/04/25,True
2014/11/01,True
2015/05/21,True
2015/12/29,True
2015/10/18,True
2015/12/30,True
2014/08/15,True
2015/12/30,True
2015/10/07,True
2015/06/05,False
2015/01/09,True
2014/02/01,True
2015/03/02,True
2014/10/16,True
2015/01/26,True
2015/08/27,True
2015/11/09,True
2014/10/02,True
2015/09/13,False
2013/11/29,True
2014/09/03,True
2014/03/21,True
2014/01/27,True
2015/02/03,True
2015/01/22,True
2015/06/01,True
2015/01/17,True
2014/08/08,True
2014/04/17,True
2014/03/12,True
2014/01/23,True
2013/01/21,True
2012/09/27,False
2013/11/25,True
2013/11/25,True
2012/07/19,True
2015/06/26,True
2015/05/26,True
2015/03/05,True
2015/07/04,True
2015/07/03,True
2015/07/03,True
2015/07/31,True
2013/12/06,True
2013/12/30,True
2013/12/16,True
2013/11/28,True
2014/03/26,True
2014/05/08,True
2014/05/08,True
2013/12/22,True
2013/12/20,True
2013/11/28,True
2014/10/29,False
2014/09/29,False
2014/08/16,True
2015/11/11,True
2015/08/01,True
2015/08/01,True
2015/07/24,True
2015/04/07,True
2014/05/29,True
2014/08/04,True
2015/03/27,True
2015/09/12,True
2014/06/29,True
2015/02/07,True
2014/10/31,False
2014/02/03,True
2014/05/09,True
2014/02/09,True
2014/08/19,True
2015/02/28,True
2014/06/09,False
2015/01/23,False
2014/06/20,False
2014/05/31,False
2014/05/07,False
2015/11/20,True
2015/05/06,True
2014/11/18,False
2014/05/31,True
2015/12/20,True
2015/11/20,True
2014/07/19,True
2015/06/26,True
2015/08/29,False
2015/08/08,True
2015/07/02,True
2015/09/11,True
2015/12/22,False
2015/10/17,True
2013/02/15,True
2013/01/24,True
2013/12/07,True
2014/01/10,False
2014/06/27,True
2014/06/09,True
2014/01/01,True
2011/12/30,True
2012/07/15,True
2012/06/17,True
2012/06/17,True
2012/01/28,True
2012/01/28,True
2011/12/27,False
2011/12/20,True
2011/12/20,True
2010/12/28,True
2010/12/28,True
2014/03/20,True
2014/06/27,True
2013/12/16,True
2014/10/06,True
2014/09/08,True
2014/04/15,True
2015/09/01,True
2014/05/30,True
2015/11/06,True
2015/11/08,True
2015/05/24,True
2015/05/24,True
2014/07/01,True
2014/09/27,False
2014/06/24,True
2014/02/01,True
2015/05/28,True
2015/04/13,True
2013/12/06,True
2015/08/31,True
2015/06/18,True
2014/10/18,True
2014/01/09,False
2014/02/28,True
2015/05/09,True
2015/04/21,True
2015/08/06,True
2015/07/30,True
2015/01/08,False
2015/12/27,True
2015/12/27,True
2015/12/27,True
2015/12/27,True
2015/12/26,True
2015/12/22,True
2015/07/07,True
2015/06/30,True
2014/05/16,True
2015/01/12,True
2015/11/22,True
2015/03/30,False
2014/06/02,True
2014/05/28,True
2014/05/28,True
2015/06/27,True
2014/03/14,True
2015/06/25,True
2015/07/04,True
2015/08/15,True
2015/08/25,True
2015/03/14,True
2015/07/26,True
2014/10/10,True
2014/12/13,True
2014/12/30,True
2015/08/17,True
2015/04/03,True
2015/04/04,True
2012/08/23,True
2015/12/05,True
2015/12/05,True
2014/06/28,True
2014/06/22,True
2014/06/28,True
2014/06/28,True
2014/06/09,True
2014/09/15,True
2014/11/05,True
2015/01/01,True
2014/09/15,True
2015/07/22,True
2015/02/15,False
2014/05/26,True
2014/05/21,True
2014/05/02,True
2015/10/17,False
2015/01/22,True
2014/02/10,True
2014/10/28,False
2015/11/15,True
2015/12/26,False
2015/07/18,True
2014/03/23,True
2014/07/04,True
2014/06/02,True
2013/01/18,True
2013/01/18,True
2014/12/30,True
2014/07/29,True
2014/05/26,True
2014/11/08,True
2015/06/08,True
2015/06/07,True
2015/02/14,True
2015/11/08,True
2015/07/06,True
2015/07/06,True
2015/07/06,True
2015/07/06,True
2015/07/06,True
2015/05/25,True
2013/11/25,True
2014/12/26,True
2014/03/22,True
2013/12/04,True
2014/11/11,True
2014/09/22,True
2015/04/09,True
2014/05/25,True
2015/12/13,False
2015/12/13,False
2015/12/04,True
2014/06/28,True
2014/01/07,True
2014/07/07,True
2014/12/06,True
2015/10/20,True
2015/12/19,True
2015/12/22,True
2015/07/10,True
2014/04/03,True
2015/09/18,False
2015/02/06,True
2013/12/25,True
2015/11/01,True
2014/12/19,True
2014/11/01,True
2014/08/16,True
2014/01/27,True
2015/12/02,True
2014/02/13,True
2013/12/10,True
2014/07/03,True
2014/07/04,True
2015/02/21,True
2014/03/07,True
2015/10/26,False
2013/11/27,True
2014/05/15,True
2014/04/02,True
2014/01/02,True
2013/12/26,True
2014/08/15,True
2014/04/12,True
2014/11/30,True
2013/11/21,True
2013/12/30,True
2014/09/05,False
2014/03/06,False
2014/04/13,True
2014/12/16,True
2014/07/03,True
2014/10/04,True
2014/07/05,True
2013/08/17,True
2013/08/14,True
2013/06/08,True
2015/12/15,True
2015/03/28,True
2015/02/23,True
2015/05/06,True
2013/12/01,True
2015/10/08,True
2014/02/04,True
2013/12/01,True
2013/12/01,True
2014/08/12,True
2011/09/28,True
2014/08/16,True
2014/02/09,False
2013/12/20,True
2015/08/01,True
2014/10/29,True
2015/01/26,True
2014/07/28,True
2014/09/13,False
2015/01/15,True
2015/02/07,True
2012/07/22,True
2015/06/15,True
2012/10/13,True
2015/04/02,True
2015/05/06,True
2015/10/05,True
2015/07/31,False
2014/07/05,True
2014/09/26,True
2015/12/14,False
2015/05/28,True
2015/09/29,True
2015/05/30,True
2015/03/20,True
2015/07/29,True
2015/11/03,True
2015/09/23,True
2015/03/10,True
2015/06/21,True
2013/07/11,True
2012/12/09,True
2012/09/14,True
2013/12/30,True
2015/05/06,True
2014/07/17,True
2014/05/17,True
2014/05/16,True
2015/06/11,True
2014/04/09,True
2015/12/28,True
2014/05/16,True
2014/10/01,True
2014/06/25,True
2013/11/25,True
2015/04/04,True
2014/05/20,True
2014/10/14,False
2015/01/31,True
2014/11/14,True
2015/12/25,True
2015/11/20,True
2014/09/13,True
2015/12/27,True
2013/10/20,True
2015/04/09,False
2014/08/07,True
2014/08/06,True
2014/02/07,True
2014/01/06,True
2013/12/22,True
2013/12/06,True
2012/12/04,True
2012/07/17,True
2014/03/12,True
2015/07/04,False
2015/10/01,False
2015/01/21,True
2012/07/15,True
2015/08/03,True
2013/12/16,True
2015/10/25,True
2015/11/28,True
2015/05/08,True
2015/04/26,True
2015/10/06,True
2015/07/09,True
2014/08/26,True
2014/05/07,True
2014/05/02,False
2015/01/16,True
2014/05/23,True
2014/05/07,True
2014/05/07,True
2015/09/24,True
2014/06/20,True
2015/08/22,True
2012/10/21,True
2014/01/06,True
2013/12/17,True
2015/11/13,True
2015/03/10,True
2014/01/30,True
2014/10/18,True
2014/07/18,True
2014/08/12,True
2015/03/26,True
2014/04/26,True
2014/03/20,True
2012/02/27,True
2015/10/17,True
2014/11/29,True
2014/11/28,True
2015/12/13,False
2014/09/20,False
2013/02/28,True
2014/10/28,False
2014/03/29,False
2014/11/28,True
2013/07/07,True
2013/10/24,True
2015/05/06,True
2014/09/23,True
2014/05/03,True
2014/05/01,True
2014/04/10,True
2014/01/05,True
2014/06/20,True
2015/10/16,True
2014/03/20,True
2014/01/14,True
2015/09/30,True
2015/08/10,True
2015/06/14,True
2014/09/08,True
2013/11/28,True
2013/09/25,True
2012/10/01,True
2013/09/23,True
2013/08/31,True
2013/08/20,True
2013/03/25,True
2015/10/08,True
2015/12/18,True
2015/01/08,True
2015/03/05,True
2014/12/12,True
2014/10/18,True
2014/07/10,True
2015/07/17,True
2015/04/18,True
2014/11/28,True
2014/06/21,True
2014/04/21,True
2015/05/05,True
2015/12/23,True
2014/07/03,False
2014/06/29,True
2014/12/19,True
2013/12/24,True
2014/02/28,True
2015/05/16,True
2015/06/19,True
2013/10/14,True
2013/06/09,True
2015/12/01,True
2013/11/04,True
2015/12/18,True
2014/02/16,True
2015/12/27,True
2013/12/24,True
2014/09/28,True
2014/06/22,True
2015/08/26,True
2015/06/12,True
2013/12/11,True
2014/12/16,True
2015/05/11,False
2015/05/20,True
2014/11/28,True
2014/03/21,True
2014/01/28,True
2014/12/20,True
2015/03/23,True
2015/10/29,True
2015/09/20,True
2015/04/28,True
2014/09/03,True
2014/08/19,True
2014/08/16,True
2014/05/09,False
2014/05/09,False
2015/05/30,False
2014/07/06,False
2014/05/09,False
2014/05/09,True
2014/09/26,True
2014/01/12,True
2014/01/10,True
2013/12/10,True
2014/01/12,False
2014/01/29,True
2014/11/14,False
2014/06/24,True
2015/08/07,True
2015/01/19,True
2014/06/26,True
2015/04/01,True
2015/08/14,True
2014/10/13,True
2015/07/04,True
2015/05/23,True
2015/05/23,True
2013/12/16,True
2015/01/17,True
2013/12/24,True
2013/12/24,True
2013/12/01,True
2015/04/15,True
2015/11/25,True
2014/01/07,True
2013/11/29,True
2014/07/24,True
2014/06/20,True
2014/06/22,True
2015/05/04,False
2015/06/19,True
2015/01/28,False
2015/01/21,True
2014/12/23,True
2014/10/29,False
2014/09/30,True
2014/08/10,True
2014/07/23,True
2014/01/20,True
2014/06/27,True
2014/07/11,True
2014/02/06,True
2014/06/09,True
2014/07/24,True
2014/02/08,True
2013/12/10,True
2013/12/07,True
2014/06/23,True
2015/01/10,True
2014/12/21,True
2015/07/05,False
2013/02/24,True
2013/02/24,True
2013/12/28,True
2014/02/05,True
2013/12/20,True
2015/07/09,True
2015/11/24,True
2015/02/21,True
2015/02/18,True
2015/08/05,True
2014/06/20,True
2015/12/04,True
2014/04/03,True
2014/02/22,True
2014/09/12,True
2015/11/02,True
2015/08/19,True
2014/06/23,True
2014/08/11,True
2012/10/16,True
2014/02/19,True
2015/07/19,True
2014/02/22,True
2014/06/14,True
2014/01/23,True
2015/11/09,True
2015/07/11,True
2014/02/18,True
2013/11/14,True
2015/03/07,True
2014/06/02,False
2015/01/18,True
2015/01/18,True
2015/01/18,True
2014/01/31,True
2014/08/01,True
2015/01/22,True
2014/02/14,True
2015/01/20,True
2015/01/20,True
2015/03/21,True
2014/05/05,True
2010/12/19,True
2015/10/19,True
2014/04/25,True
2014/04/25,True
2014/04/25,True
2015/10/19,False
2015/07/23,True
2015/12/19,True
2015/11/27,True
2014/03/08,True
2013/12/25,True
2015/01/16,True
2014/09/20,True
2014/10/18,True
2014/12/25,True
2015/12/18,True
2015/10/08,False
2015/09/25,True
2014/12/26,True
2015/10/24,True
2014/08/16,True
2014/11/26,True
2014/09/18,True
2014/01/29,True
2014/06/07,True
2014/03/26,True
2014/02/10,True
2015/10/02,True
2014/02/16,True
2013/02/25,True
2015/12/19,True
2015/02/22,True
2015/11/18,True
2015/03/07,True
2014/11/04,True
2015/11/18,True
2015/09/30,True
2015/09/03,True
2015/08/15,True
2014/09/21,True
2014/03/17,True
2011/12/27,True
2011/02/22,True
2010/12/20,True
2014/03/06,True
2015/07/15,True
2015/07/23,True
2014/05/10,True
2012/02/01,True
2014/09/01,True
2014/06/22,True
2015/11/29,False
2015/12/06,True
2015/07/14,True
2014/08/10,False
2014/03/29,True
2014/03/29,True
2015/03/28,True
2015/07/20,True
2015/10/14,True
2015/09/28,True
2015/02/22,True
2015/02/15,True
2015/02/15,True
2015/02/07,True
2015/06/01,True
2015/08/13,True
2013/12/19,True
2015/08/22,True
2014/10/29,True
2015/06/25,True
2015/12/13,True
2015/12/07,False
2015/12/26,True
2015/10/24,False
2014/12/25,True
2015/08/11,True
2015/11/06,False
2015/10/15,True
2013/11/10,True
2013/11/25,True
2014/02/02,True
2014/06/01,True
2014/06/01,True
2014/09/16,True
2014/01/25,True
2014/06/01,True
2013/06/01,True
2013/02/09,True
2014/06/01,False
2013/12/21,True
2015/11/04,False
2015/10/02,True
2015/11/22,True
2015/09/08,True
2015/11/18,True
2015/11/25,False
2015/09/12,True
2015/11/20,False
2015/09/23,False
2014/12/21,True
2015/04/11,False
2015/10/19,False
2015/09/11,False
2015/09/11,True
2014/08/08,True
2014/04/28,True
2014/03/20,True
2014/04/19,True
2015/06/12,True
2013/12/10,True
2015/07/17,True
2015/10/03,True
2015/09/28,True
2015/05/28,True
2014/06/28,True
2013/12/21,True
2014/02/15,True
2014/02/05,True
2013/12/29,False
2015/07/15,True
2014/06/17,True
2015/06/16,True
2014/05/09,False
2015/09/18,True
2013/12/16,True
2013/11/28,True
2015/06/27,True
2015/09/06,True
2015/07/10,False
2014/04/11,True
2015/08/22,True
2015/04/18,True
2015/01/08,True
2013/12/22,True
2015/06/07,True
2015/06/07,True
2014/07/12,False
2012/10/28,True
2013/02/07,True
2015/04/02,True
2015/02/18,True
2015/02/09,True
2015/01/14,True
2015/01/11,True
2014/04/21,True
2014/01/01,True
2015/12/23,True
2015/12/13,True
2015/12/08,True
2015/07/08,True
2014/02/27,True
2014/12/31,True
2014/06/24,False
2015/08/02,True
2014/07/25,True
2014/04/26,False
2014/02/14,True
2013/12/15,True
2014/06/21,True
2015/10/25,True
2014/02/15,True
2014/02/07,True
2014/01/10,True
2013/11/11,True
2014/03/01,False
2015/12/15,True
2015/02/14,True
2015/04/22,True
2015/10/30,True
2015/05/09,True
2013/12/12,True
2014/11/04,True
2014/10/30,True
2013/08/27,True
2014/11/22,True
2015/12/27,True
2014/12/02,False
2014/04/18,True
2013/11/26,True
2015/06/21,True
2015/01/10,True
2015/04/14,True
2015/01/03,True
2015/06/03,True
2014/09/14,True
2014/09/15,True
2015/09/08,True
2015/12/06,True
2015/11/29,True
2014/02/08,True
2014/04/05,True
2015/12/19,False
2014/06/27,True
2015/10/12,True
2015/12/16,True
2014/04/19,True
2014/11/25,True
2014/10/25,True
2015/04/30,True
2014/12/03,True
2014/11/23,True
2014/09/09,True
2013/09/26,True
2013/08/07,True
2013/07/19,True
2015/11/20,True
2014/01/25,True
2014/02/01,True
2013/12/19,True
2014/10/18,True
2014/12/10,True
2015/12/05,True
2015/07/11,False
2015/12/27,False
2015/12/22,True
2014/07/24,True
2014/06/20,True
2015/12/09,True
2013/01/23,True
2014/02/17,True
2014/08/30,True
2014/03/08,True
2014/02/23,True
2013/09/12,True
2015/05/18,False
2015/06/06,True
2014/06/19,False
2015/05/27,True
2015/10/17,False
2014/11/29,True
2014/06/04,True
2014/10/25,True
2015/08/01,False
2015/02/27,True
2015/02/27,True
2015/02/27,True
2015/02/23,True
2014/02/10,True
2014/01/29,True
2014/09/11,True
2015/03/06,True
2015/12/11,True
2013/07/18,True
2015/11/28,True
2014/01/24,True
2014/02/25,True
2015/04/04,True
2014/11/13,True
2014/02/21,True
2013/12/29,False
2013/12/02,True
2014/02/01,True
2015/04/24,True
2015/05/20,True
2015/06/16,True
2015/04/08,True
2014/02/01,True
2014/01/06,True
2014/02/24,False
2015/01/04,True
2014/07/11,True
2015/06/25,True
2015/06/25,True
2014/03/05,True
2014/01/17,True
2015/12/06,True
2015/11/14,True
2015/07/11,False
2015/07/11,True
2015/04/06,True
2015/01/28,True
2015/01/04,True
2015/11/13,False
2014/06/07,True
2014/01/09,True
2013/12/12,True
2015/09/30,True
2015/06/27,False
2014/06/24,True
2014/02/04,False
2013/12/22,True
2015/10/01,True
2012/11/23,True
2015/03/28,True
2013/07/05,True
2014/03/08,True
2014/02/22,True
2015/03/10,True
2013/06/21,True
2015/06/22,True
2014/08/13,True
2013/11/29,True
2014/12/21,False
2015/06/24,True
2015/05/29,True
2014/07/31,False
2014/06/27,True
2014/05/29,True
2015/12/02,True
2013/12/07,True
2015/12/29,True
2014/06/30,True
2012/10/19,True
2015/02/19,True
2015/01/27,True
2014/12/16,True
2015/01/04,True
2014/12/18,True
2013/06/30,True
2015/12/22,False
2014/08/13,True
2014/02/03,True
2014/08/09,True
2013/12/26,True
2015/12/06,True
2014/02/26,True
2015/12/20,True
2015/01/10,True
2015/06/13,True
2014/04/23,True
2015/08/06,True
2014/09/30,True
2014/02/20,True
2015/01/30,True
2014/06/04,True
2013/07/16,True
2014/06/04,True
2013/07/16,True
2013/07/16,True
2012/12/16,True
2015/08/31,True
2015/11/12,True
2015/04/16,True
2014/07/25,True
2014/05/07,True
2013/05/08,True
2014/05/31,True
2014/07/05,False
2014/06/23,True
2014/02/24,True
2013/11/18,True
2014/10/17,True
2014/06/26,True
2015/08/07,True
2015/01/30,True
2014/03/15,False
2014/08/07,True
2015/12/02,True
2015/10/06,True
2013/12/26,True
2015/08/19,True
2015/10/24,True
2015/05/17,True
2014/12/15,False
2014/12/14,True
2014/12/13,True
2014/11/01,False
2014/10/26,True
2014/10/20,True
2014/08/01,True
2014/02/10,False
2012/05/31,True
2015/09/09,True
2015/05/23,True
2014/11/03,True
2014/11/24,True
2012/09/25,True
2014/12/06,True
2014/09/15,False
2014/08/24,True
2014/07/01,True
2013/12/12,True
2015/10/02,False
2015/10/23,True
2013/02/08,True
2015/01/19,True
2014/07/26,True
2014/03/07,True
2014/10/02,True
2014/03/01,True
2013/12/15,True
2013/05/25,True
2014/01/26,True
2014/06/19,True
2015/09/01,True
2015/07/09,True
2015/03/28,True
2014/01/04,True
2015/02/19,True
2014/12/06,True
2015/09/29,True
2015/09/23,True
2014/02/14,True
2015/06/16,True
2014/01/17,True
2014/10/05,True
2014/10/05,True
2014/05/18,True
2015/06/20,True
2014/06/28,True
2014/08/03,True
2012/12/20,True
2014/04/13,True
2015/05/11,True
2015/02/05,False
2015/05/01,True
2014/12/13,True
2014/06/30,True
2014/06/30,True
2014/05/13,True
2014/01/14,False
2015/06/22,True
2014/01/13,True
2015/05/10,True
2014/01/15,True
2015/07/31,True
2014/04/25,True
2015/05/27,True
2015/01/08,True
2015/01/04,True
2015/01/20,True
2014/08/21,False
2014/07/28,True
2014/10/28,True
2014/10/14,True
2015/06/11,True
2013/12/18,True
2014/12/04,True
2015/09/28,True
2015/07/10,True
2015/07/15,True
2015/06/08,True
2015/03/23,True
2015/03/08,True
2015/07/25,True
2015/11/15,False
2015/10/14,True
2014/06/09,True
2015/07/23,True
2015/05/29,True
2014/12/24,True
2014/07/02,True
2015/06/22,True
2015/12/27,True
2014/07/29,True
2015/04/06,True
2015/04/11,True
2015/04/11,True
2014/07/02,True
2014/07/02,True
2014/06/25,True
2014/01/26,True
2015/12/21,True
2015/06/18,True
2014/06/27,True
2015/12/28,True
2014/04/26,True
2014/06/25,False
2015/03/12,True
2015/05/29,True
2015/02/25,True
2015/02/13,True
2015/02/13,True
2015/02/13,True
2015/02/13,True
2015/02/13,True
2015/01/09,False
2014/05/25,True
2013/11/10,True
2014/02/20,False
2014/06/30,True
2013/12/12,True
2014/04/06,True
2015/01/04,True
2014/12/08,True
2015/04/27,False
2013/12/21,True
2012/07/26,True
2015/03/14,True
2015/07/30,True
2015/08/23,True
2015/03/12,True
2014/07/03,True
2014/03/07,True
2015/05/11,False
2015/06/05,False
2015/05/31,True
2015/04/20,True
2014/12/01,True
2010/11/23,True
2015/01/17,True
