user_id,Negativo,Positivo
1920410,100.0,0.0
1922001,0.0,100.0
1944086851,0.0,100.0
194847383,0.0,100.0
1956aa1,1.9607843137254901,50.0
195862,0.0,100.0
1994dbc,0.0,100.0
1MLG2U,0.0,100.0
1NFR33,0.0,100.0
1R1M1,5.660377358490567,33.33333333333333
1a1u14,0.0,100.0
1epicninja,0.0,100.0
1iam1iam1iam,0.0,100.0
1jamesn4,0.0,100.0
1silentsniper1,0.0,100.0
1snap,1.1532125205930808,85.71428571428571
1stBLUE-COW,0.0,100.0
1stJamestar,0.0,100.0
1stpionpaul,0.0,100.0
1v08,0.0,100.0
1v1meguy,0.0,100.0
200220006,0.0,100.0
20041213,1.4778325123152711,66.66666666666666
2011368123,0.0,100.0
2080308,0.0,100.0
2092000666,0.0,100.0
210396,0.0,100.0
210519992016,100.0,0.0
216712138,0.0,100.0
2222455,0.0,100.0
22502250,0.0,100.0
225544,1.4778325123152711,66.66666666666666
225555,0.0,100.0
23012003,0.0,100.0
231091,0.0,100.0
231321455,0.0,100.0
23184798,0.0,100.0
23434454365463446754546576e45646,0.0,100.0
2345254252312312,2.506963788300835,77.77777777777779
235269,0.0,100.0
2364786499,0.0,100.0
23745736,0.0,100.0
2390746539217,0.0,100.0
23974656456,0.0,100.0
23Batman05,0.0,100.0
24453,1.4778325123152711,66.66666666666666
2448531,0.0,100.0
24596,0.0,100.0
246823,0.0,100.0
247211,0.0,100.0
249758,0.0,100.0
25050,0.0,100.0
2571,0.0,100.0
25_Years_Since_Freddie,0.0,100.0
26070,0.0,100.0
2608739,0.0,100.0
2647891,0.0,100.0
27073108,1.9607843137254901,50.0
27601MCM,0.0,100.0
2768820078,1.1299435028248588,87.5
279519365,0.0,100.0
28042005,0.0,100.0
2828838282,0.0,100.0
2891723967123,2.7237354085603114,71.42857142857143
2910463,10.714285714285715,33.33333333333333
291129112911291129112911,0.0,100.0
29123,0.0,100.0
29998000,0.0,100.0
2Chill,0.0,100.0
2Degrees,0.0,100.0
2JZEEEEBABY,0.0,100.0
2Ta4,0.0,100.0
2ZESTY4ME,5.660377358490567,33.33333333333333
2d4nk4m3,1.9607843137254901,50.0
2edgy4youboi,0.0,100.0
2ez2xl,0.0,100.0
2ez4medick,0.0,100.0
2ik4tf,0.0,100.0
2lstgun,0.0,100.0
2nerdssemvida,0.0,100.0
2pacisaliveincuba,0.0,100.0
2sBs,0.0,100.0
2slippy,1.9607843137254901,50.0
2sneaky5u,0.0,100.0
2spookis,0.0,100.0
2spooky,0.0,100.0
2v1meyoucheekyscrub,0.0,100.0
2xDelorean,0.0,100.0
30102002,0.0,100.0
3021Daniel,0.0,100.0
3046123,0.0,100.0
31575,0.0,100.0
317733235,100.0,0.0
317984739321,0.0,100.0
3197,1.3157894736842104,75.0
320RustPro,0.0,100.0
326759263846544,1.9607843137254901,50.0
329838102,1.4778325123152711,66.66666666666666
33215469,0.0,100.0
33334scat,0.0,100.0
333hab,0.0,100.0
33442,0.0,100.0
334756875,1.4778325123152711,66.66666666666666
3423523425433425,0.0,100.0
343221221,0.0,100.0
34324132,0.0,100.0
345675,0.0,100.0
350241,0.0,100.0
3523436346,0.0,100.0
35353534,0.0,100.0
3546873516354,1.4778325123152711,66.66666666666666
35475,0.0,100.0
3548548564856498484894,1.185770750988142,83.33333333333334
3565Jason,0.0,100.0
36864,1.9607843137254901,50.0
369231461278416,0.0,100.0
36_T,1.1299435028248588,87.5
373848099,0.0,100.0
37755753,3.8461538461538463,50.0
381644,0.0,100.0
391204566,0.0,100.0
3Ldota,0.0,100.0
3X5G3,0.0,100.0
3dster,0.0,100.0
3eBpA,0.0,100.0
3teGZ_Rorschach,0.0,100.0
3th3,0.0,100.0
3xotic26,0.0,100.0
402553929,0.0,100.0
4043RROR,0.0,100.0
404ok4561687987879847,100.0,0.0
4123223232,0.0,100.0
416940127,5.660377358490567,33.33333333333333
41781029,0.0,100.0
4200769711,0.0,100.0
420BlazeItMLG,0.0,100.0
420Blz,0.0,100.0
420Club,0.0,100.0
420DankMasterKush420,0.0,100.0
420NigelGaming420,0.0,100.0
420_Blaze_It_Fgt,0.0,100.0
420cheekycunt,100.0,0.0
420fedora,1.098901098901099,90.0
420slender,0.0,100.0
42241,0.0,100.0
4234213234124,0.0,100.0
42456,0.0,100.0
42654264,0.0,100.0
4301945,0.0,100.0
4321louis,0.0,100.0
434238948,0.0,100.0
434546464,0.0,100.0
43643532,0.0,100.0
44196,1.3157894736842104,75.0
44290,0.0,100.0
4432XABLAU,1.4778325123152711,66.66666666666666
44579,0.0,100.0
4545451111,0.0,100.0
4545648,0.0,100.0
45514551,0.0,100.0
45544554455445,0.0,100.0
4563453467436754656677,0.0,100.0
45667992,1.3157894736842104,75.0
45685748567857,0.0,100.0
45826755958,0.0,100.0
46366536564574576346346546,0.0,100.0
47332585890115903727,2.5974025974025974,75.0
4801,2.9126213592233015,66.66666666666666
48226746,1.1532125205930808,85.71428571428571
486259317,0.0,100.0
4RCH4NG3Ll,0.0,100.0
4_5C12U13,0.0,100.0
4hwei,1.9607843137254901,50.0
4i20swagyolo69,0.0,100.0
4mrtm,0.0,100.0
4n631,0.0,100.0
4nti-y0u,0.0,100.0
4u5ur0,0.0,100.0
51041,0.0,100.0
51134243,0.0,100.0
512356,0.0,100.0
519348245,0.0,100.0
51centcorn,1.185770750988142,83.33333333333334
51jets,0.0,100.0
527788235,0.0,100.0
53112195114,0.0,100.0
5343039,0.0,100.0
535346456636,1.9607843137254901,50.0
5400540054005400,0.0,100.0
54263144,0.0,100.0
544183980,0.0,100.0
544542132154524145,0.0,100.0
54546545,0.0,100.0
54678907652,7.4074074074074066,50.0
548547248072804,0.0,100.0
54Strat,0.0,100.0
55411144321649875611,2.5974025974025974,75.0
55432147,1.9607843137254901,50.0
5554Grovesy,0.0,100.0
558092,0.0,100.0
5678LetMeCyaBootyShake,1.9607843137254901,50.0
58077979,0.0,100.0
58254410,0.0,100.0
5856565456564,0.0,100.0
58981044,0.0,100.0
5975,0.0,100.0
5LuG,0.0,100.0
5mok3y,0.0,100.0
5p1d3r5,0.0,100.0
5spooky420me,0.0,100.0
5yearoldrexrex111,0.0,100.0
60324133769,0.0,100.0
61241571,0.0,100.0
616333,0.0,100.0
62568973,0.0,100.0
6294421419,0.0,100.0
6367468774734664754,0.0,100.0
63718432421321321312,1.3157894736842104,75.0
63Hayden,0.0,100.0
6435677448,0.0,100.0
64512328,2.5974025974025974,75.0
64574574574744,0.0,100.0
64723864,100.0,0.0
654986416581986168165,0.0,100.0
657475591245,0.0,100.0
6592,0.0,100.0
66083299,0.0,100.0
66655493948,0.0,100.0
66666669999999,100.0,0.0
6667779,0.0,100.0
666_pl_Satan_pl_666,0.0,100.0
666slayerr666,0.0,100.0
66839427,0.0,100.0
66d,0.0,100.0
6738497298564377854673421,0.0,100.0
678rtv45,0.0,100.0
67samjosh,1.9607843137254901,50.0
69133709,0.0,100.0
692412341234,0.0,100.0
6935,0.0,100.0
694201337694201337,0.0,100.0
696969696969699,0.0,100.0
69_420_bl41e_fgt,0.0,100.0
69bmw,1.9607843137254901,50.0
69madman,0.0,100.0
6dighero,0.0,100.0
6ex6ex6ex,0.0,100.0
6golf6,0.0,100.0
70spots,0.0,100.0
711armageddoncarmageddon,0.0,100.0
71251241,0.0,100.0
723943123,1.185770750988142,83.33333333333334
72947282842,0.0,100.0
737911,0.0,100.0
739567275,0.0,100.0
739749287981,0.0,100.0
748237482374284792,0.0,100.0
74987000,2.7237354085603114,71.42857142857143
7515953,0.0,100.0
75791513,3.225806451612903,60.0
75k12,0.0,100.0
76561197960288186,0.0,100.0
76561197960425229,0.0,100.0
76561197960438497,0.0,100.0
76561197960467275,0.0,100.0
76561197960565429,0.0,100.0
76561197960608571,0.0,100.0
76561197960743001,0.0,100.0
76561197960788238,0.0,100.0
76561197960877501,100.0,0.0
76561197960963309,0.0,100.0
76561197961051810,0.0,100.0
76561197961124706,0.0,100.0
76561197961205196,0.0,100.0
76561197961464265,0.0,100.0
76561197961718947,1.9607843137254901,50.0
76561197961778802,0.0,100.0
76561197962025274,0.0,100.0
76561197962071692,0.0,100.0
76561197963085108,0.0,100.0
76561197963392788,0.0,100.0
76561197963397231,0.0,100.0
76561197963427169,0.0,100.0
76561197963436918,0.0,100.0
76561197963455626,0.0,100.0
76561197963459411,100.0,0.0
76561197963469414,5.660377358490567,33.33333333333333
76561197963478502,0.0,100.0
76561197963759246,100.0,0.0
76561197964316999,100.0,0.0
76561197964317648,0.0,100.0
76561197964402427,0.0,100.0
76561197964753680,0.0,100.0
76561197964876290,0.0,100.0
76561197965059579,0.0,100.0
76561197965144435,0.0,100.0
76561197965205416,0.0,100.0
76561197965208032,0.0,100.0
76561197965224231,0.0,100.0
76561197965263006,0.0,100.0
76561197965640732,0.0,100.0
76561197965668941,0.0,100.0
76561197965916509,0.0,100.0
76561197966079422,100.0,0.0
76561197966298550,0.0,100.0
76561197966587792,0.0,100.0
76561197966590415,0.0,100.0
76561197966604253,100.0,0.0
76561197966647905,100.0,0.0
76561197966764681,0.0,100.0
76561197966956978,1.9607843137254901,50.0
76561197966970006,0.0,100.0
76561197966979423,0.0,100.0
76561197967118917,0.0,100.0
76561197967253452,0.0,100.0
76561197967370851,0.0,100.0
76561197967405669,0.0,100.0
76561197967609413,100.0,0.0
76561197967664049,0.0,100.0
76561197967708845,100.0,0.0
76561197967723333,1.9607843137254901,50.0
76561197968133716,0.0,100.0
76561197968167449,0.0,100.0
76561197968205306,0.0,100.0
76561197968305777,0.0,100.0
76561197968314652,0.0,100.0
76561197968496988,0.0,100.0
76561197968515654,100.0,0.0
76561197968625140,0.0,100.0
76561197968819806,0.0,100.0
76561197968887720,1.9607843137254901,50.0
76561197969020980,0.0,100.0
76561197969314107,2.5974025974025974,75.0
76561197969434273,0.0,100.0
76561197969599867,100.0,0.0
76561197969663913,0.0,100.0
76561197969727244,0.0,100.0
76561197969800840,0.0,100.0
76561197969812413,0.0,100.0
76561197969868617,0.0,100.0
76561197970097668,0.0,100.0
76561197970148466,0.0,100.0
76561197970317038,0.0,100.0
76561197970329595,0.0,100.0
76561197970476149,0.0,100.0
76561197970512992,0.0,100.0
76561197970519274,0.0,100.0
76561197970528598,0.0,100.0
76561197970532600,100.0,0.0
76561197970539254,0.0,100.0
76561197970542592,0.0,100.0
76561197970551076,0.0,100.0
76561197970561135,0.0,100.0
76561197970565267,1.4778325123152711,66.66666666666666
76561197970580235,0.0,100.0
76561197970600478,100.0,0.0
76561197970643976,1.9607843137254901,50.0
76561197970691715,0.0,100.0
76561197970723780,0.0,100.0
76561197970724420,0.0,100.0
76561197970767761,0.0,100.0
76561197970769295,100.0,0.0
76561197970812298,0.0,100.0
76561197970814132,0.0,100.0
76561197970849273,0.0,100.0
76561197970895200,0.0,100.0
76561197970931849,1.9607843137254901,50.0
76561197970952528,0.0,100.0
76561197970972400,2.9126213592233015,66.66666666666666
76561197970980141,1.3157894736842104,75.0
76561197970980211,0.0,100.0
76561197970982479,0.0,100.0
76561197970989261,0.0,100.0
76561197971059162,0.0,100.0
76561197971077817,0.0,100.0
76561197971119511,0.0,100.0
76561197971124277,100.0,0.0
76561197971285616,0.0,100.0
76561197971330852,0.0,100.0
76561197971336570,0.0,100.0
76561197971366625,0.0,100.0
76561197971402201,0.0,100.0
76561197971407276,0.0,100.0
76561197971440875,0.0,100.0
76561197971470597,0.0,100.0
76561197971532272,1.4778325123152711,66.66666666666666
76561197971541516,0.0,100.0
76561197971591275,0.0,100.0
76561197971725163,0.0,100.0
76561197971730470,0.0,100.0
76561197971744536,100.0,0.0
76561197971851704,0.0,100.0
76561197971860091,5.660377358490567,33.33333333333333
76561197971917242,0.0,100.0
76561197971933349,0.0,100.0
76561197972017423,0.0,100.0
76561197972024039,0.0,100.0
76561197972180709,0.0,100.0
76561197972209961,0.0,100.0
76561197972261430,0.0,100.0
76561197972282027,1.9607843137254901,50.0
76561197972361546,0.0,100.0
76561197972384083,0.0,100.0
76561197972452208,0.0,100.0
76561197972468339,0.0,100.0
76561197972516748,0.0,100.0
76561197972609650,100.0,0.0
76561197972646182,1.9607843137254901,50.0
76561197972718483,0.0,100.0
76561197972758795,0.0,100.0
76561197972797551,0.0,100.0
76561197972911511,1.1532125205930808,85.71428571428571
76561197973196808,0.0,100.0
76561197973290663,0.0,100.0
76561197973337386,0.0,100.0
76561197973688926,0.0,100.0
76561197973942939,0.0,100.0
76561197974036386,1.4778325123152711,66.66666666666666
76561197974172778,0.0,100.0
76561197974500703,1.098901098901099,90.0
76561197974754753,0.0,100.0
76561197974804604,0.0,100.0
76561197974875094,0.0,100.0
76561197974963007,0.0,100.0
76561197975058559,1.4778325123152711,66.66666666666666
76561197975867686,0.0,100.0
76561197975869516,0.0,100.0
76561197975959500,0.0,100.0
76561197975973976,0.0,100.0
76561197976109742,100.0,0.0
76561197976163348,1.1532125205930808,85.71428571428571
76561197976177356,1.9607843137254901,50.0
76561197976250649,0.0,100.0
76561197976370569,0.0,100.0
76561197976404001,0.0,100.0
76561197976546912,1.4778325123152711,66.66666666666666
76561197976652491,0.0,100.0
76561197976684435,100.0,0.0
76561197976922181,3.225806451612903,60.0
76561197976933723,0.0,100.0
76561197976939762,1.9607843137254901,50.0
76561197976984468,100.0,0.0
76561197977001876,0.0,100.0
76561197977051585,100.0,0.0
76561197977246575,0.0,100.0
76561197977301184,0.0,100.0
76561197977316974,0.0,100.0
76561197977470391,0.0,100.0
76561197977507720,0.0,100.0
76561197977543317,100.0,0.0
76561197977544920,0.0,100.0
76561197977705860,0.0,100.0
76561197977767929,0.0,100.0
76561197977799906,0.0,100.0
76561197977976937,0.0,100.0
76561197978024377,1.2345679012345678,80.0
76561197978409306,1.3157894736842104,75.0
76561197978421438,0.0,100.0
76561197978628035,0.0,100.0
76561197978703788,0.0,100.0
76561197979046612,0.0,100.0
76561197979086508,1.4778325123152711,66.66666666666666
76561197979552509,100.0,0.0
76561197979731785,0.0,100.0
76561197979745311,0.0,100.0
76561197979796744,0.0,100.0
76561197980184475,0.0,100.0
76561197980188639,0.0,100.0
76561197980311109,0.0,100.0
76561197980614542,0.0,100.0
76561197980617560,0.0,100.0
76561197980634828,100.0,0.0
76561197980641293,0.0,100.0
76561197980811624,1.9607843137254901,50.0
76561197980886661,1.2345679012345678,80.0
76561197981203305,10.714285714285714,25.0
76561197981277493,0.0,100.0
76561197981374310,0.0,100.0
76561197981381850,0.0,100.0
76561197981425218,0.0,100.0
76561197981571612,0.0,100.0
76561197981780630,0.0,100.0
76561197981957582,100.0,0.0
76561197981959164,0.0,100.0
76561197982203533,0.0,100.0
76561197982363029,100.0,0.0
76561197982422966,0.0,100.0
76561197982587329,0.0,100.0
76561197982587661,4.580152671755725,62.5
76561197982665201,0.0,100.0
76561197982685987,2.7237354085603114,71.42857142857143
76561197982720689,0.0,100.0
76561197983127652,1.9607843137254901,50.0
76561197983633274,0.0,100.0
76561197983697443,1.1532125205930808,85.71428571428571
76561197983745201,0.0,100.0
76561197983875214,1.9607843137254901,50.0
76561197984211461,0.0,100.0
76561197984271449,0.0,100.0
76561197984327467,0.0,100.0
76561197984390941,0.0,100.0
76561197985031488,0.0,100.0
76561197985191301,2.7237354085603114,71.42857142857143
76561197985258383,0.0,100.0
76561197985389455,0.0,100.0
76561197985512782,3.225806451612903,60.0
76561197985634755,0.0,100.0
76561197985644714,1.9607843137254901,50.0
76561197985797191,0.0,100.0
76561197986144369,100.0,0.0
76561197986188587,0.0,100.0
76561197986214624,0.0,100.0
76561197986468427,0.0,100.0
76561197986529825,0.0,100.0
76561197986552181,0.0,100.0
76561197986617937,0.0,100.0
76561197986678875,1.4778325123152711,66.66666666666666
76561197986709258,1.3157894736842104,75.0
76561197986717785,3.8461538461538463,50.0
76561197986891235,0.0,100.0
76561197986948702,0.0,100.0
76561197986964063,0.0,100.0
76561197987307155,0.0,100.0
76561197987394736,1.3157894736842104,75.0
76561197987442366,0.0,100.0
76561197987482998,0.0,100.0
76561197987617385,0.0,100.0
76561197987668797,100.0,0.0
76561197987677576,0.0,100.0
76561197987786431,0.0,100.0
76561197988062821,0.0,100.0
76561197988318026,0.0,100.0
76561197988397124,0.0,100.0
76561197988762135,0.0,100.0
76561197988785314,0.0,100.0
76561197988814610,0.0,100.0
76561197988832553,0.0,100.0
76561197988840650,1.9607843137254901,50.0
76561197988863895,0.0,100.0
76561197988934555,0.0,100.0
76561197989039660,0.0,100.0
76561197989053217,0.0,100.0
76561197989615671,0.0,100.0
76561197989634859,0.0,100.0
76561197989691928,0.0,100.0
76561197989699885,0.0,100.0
76561197989723505,5.660377358490567,33.33333333333333
76561197989758447,16.666666666666664,20.0
76561197989883424,1.9607843137254901,50.0
76561197989894094,0.0,100.0
76561197990027470,0.0,100.0
76561197990029377,1.9607843137254901,50.0
76561197990045164,0.0,100.0
76561197990113354,0.0,100.0
76561197990117063,100.0,0.0
765611979902442O1,0.0,100.0
76561197990267442,0.0,100.0
76561197990498142,1.2345679012345678,80.0
76561197990505840,0.0,100.0
76561197990557433,0.0,100.0
76561197990577342,0.0,100.0
76561197990596976,0.0,100.0
76561197990772718,0.0,100.0
76561197990782367,1.9607843137254901,50.0
76561197990890441,0.0,100.0
76561197990895276,100.0,0.0
76561197990926687,0.0,100.0
76561197990979375,0.0,100.0
76561197990997704,100.0,0.0
76561197991249235,1.185770750988142,83.33333333333334
76561197991329759,0.0,100.0
76561197991633595,0.0,100.0
76561197991723203,1.9607843137254901,50.0
76561197991787618,100.0,0.0
76561197991827492,0.0,100.0
76561197991856503,1.9607843137254901,50.0
76561197991872030,1.4778325123152711,66.66666666666666
76561197991899190,0.0,100.0
76561197992152968,0.0,100.0
76561197992227006,3.8461538461538463,50.0
76561197992272514,0.0,100.0
76561197992466945,0.0,100.0
76561197992498182,0.0,100.0
76561197992622789,0.0,100.0
76561197992643903,0.0,100.0
76561197992670186,0.0,100.0
76561197992681922,0.0,100.0
76561197992709045,0.0,100.0
76561197992755277,0.0,100.0
76561197992809369,0.0,100.0
76561197992870209,0.0,100.0
76561197992910116,0.0,100.0
76561197993052158,0.0,100.0
76561197993077385,0.0,100.0
76561197993114886,1.9607843137254901,50.0
76561197993160547,0.0,100.0
76561197993210440,0.0,100.0
76561197993255329,100.0,0.0
76561197993274093,0.0,100.0
76561197993412979,0.0,100.0
76561197993494697,0.0,100.0
76561197993538123,0.0,100.0
76561197993617677,0.0,100.0
76561197993654066,0.0,100.0
76561197993683483,100.0,0.0
76561197993703392,0.0,100.0
76561197993705839,0.0,100.0
76561197993725260,1.9607843137254901,50.0
76561197993759720,0.0,100.0
76561197993847898,0.0,100.0
76561197993872196,0.0,100.0
76561197993896367,0.0,100.0
76561197994033447,0.0,100.0
76561197994101386,1.4778325123152711,66.66666666666666
76561197994108307,0.0,100.0
76561197994196557,0.0,100.0
76561197994242039,0.0,100.0
76561197994320177,0.0,100.0
76561197994404273,0.0,100.0
76561197994404698,0.0,100.0
76561197994405541,0.0,100.0
76561197994407560,0.0,100.0
76561197994493402,0.0,100.0
76561197994573217,100.0,0.0
76561197994640892,1.185770750988142,83.33333333333334
76561197994690938,0.0,100.0
76561197994733323,0.0,100.0
76561197994830976,100.0,0.0
76561197994920291,0.0,100.0
76561197994950912,0.0,100.0
76561197994969639,0.0,100.0
76561197994995559,0.0,100.0
76561197995042824,0.0,100.0
76561197995098683,0.0,100.0
76561197995146150,0.0,100.0
76561197995146832,0.0,100.0
76561197995165843,0.0,100.0
76561197995192202,0.0,100.0
76561197995247965,0.0,100.0
76561197995284337,0.0,100.0
76561197995322437,0.0,100.0
76561197995338574,0.0,100.0
76561197995418864,0.0,100.0
76561197995484188,0.0,100.0
76561197995775619,0.0,100.0
76561197995939652,0.0,100.0
76561197995958796,100.0,0.0
76561197996092338,0.0,100.0
76561197996156672,0.0,100.0
76561197996157332,100.0,0.0
76561197996182296,0.0,100.0
76561197996190797,0.0,100.0
76561197996262501,0.0,100.0
76561197996328974,100.0,0.0
76561197996424549,0.0,100.0
76561197996426485,0.0,100.0
76561197996426598,0.0,100.0
76561197996524718,0.0,100.0
76561197996569986,0.0,100.0
76561197996571086,100.0,0.0
76561197996722445,100.0,0.0
76561197996741396,0.0,100.0
76561197996744185,6.7164179104477615,55.55555555555556
76561197996802983,0.0,100.0
76561197996932711,0.0,100.0
76561197996935989,0.0,100.0
76561197996992703,0.0,100.0
76561197997056013,100.0,0.0
76561197997129113,1.3157894736842104,75.0
76561197997197174,1.185770750988142,83.33333333333334
76561197997238293,0.0,100.0
76561197997633623,0.0,100.0
76561197997698322,0.0,100.0
76561197997877709,0.0,100.0
76561197998014300,0.0,100.0
76561197998052647,0.0,100.0
76561197998095312,0.0,100.0
76561197998189696,0.0,100.0
76561197998355213,1.9607843137254901,50.0
76561197998355551,0.0,100.0
76561197998356183,0.0,100.0
76561197998469677,0.0,100.0
76561197998568725,0.0,100.0
76561197998655584,100.0,0.0
76561197998681137,0.0,100.0
76561197998718499,0.0,100.0
76561197998761331,0.0,100.0
76561197998812220,0.0,100.0
76561197998873955,0.0,100.0
76561197998876897,0.0,100.0
76561197998915965,0.0,100.0
76561197998939809,0.0,100.0
76561197998960814,1.9607843137254901,50.0
76561197999005150,0.0,100.0
76561197999054744,0.0,100.0
76561197999075044,0.0,100.0
76561197999136707,0.0,100.0
76561197999140519,1.9607843137254901,50.0
76561197999174091,100.0,0.0
76561197999260941,0.0,100.0
76561197999327663,0.0,100.0
76561197999370899,0.0,100.0
76561197999426881,100.0,0.0
76561197999483873,15.254237288135593,33.33333333333333
76561197999566657,0.0,100.0
76561197999613236,0.0,100.0
76561197999638720,0.0,100.0
76561197999673239,0.0,100.0
76561197999719746,1.9607843137254901,50.0
76561197999753609,0.0,100.0
76561197999775723,0.0,100.0
76561197999882687,0.0,100.0
76561197999886086,0.0,100.0
76561197999950218,100.0,0.0
76561198000000222,0.0,100.0
76561198000121873,0.0,100.0
76561198000167222,0.0,100.0
76561198000550272,0.0,100.0
76561198000595834,100.0,0.0
76561198000614468,0.0,100.0
76561198000627924,0.0,100.0
76561198000691867,0.0,100.0
76561198000694266,100.0,0.0
76561198000733744,0.0,100.0
76561198000791529,0.0,100.0
76561198000889832,0.0,100.0
76561198000966319,0.0,100.0
76561198001078133,0.0,100.0
76561198001115538,0.0,100.0
76561198001160024,0.0,100.0
76561198001346295,0.0,100.0
76561198001398677,0.0,100.0
76561198001508595,0.0,100.0
76561198001630399,100.0,0.0
76561198001654709,0.0,100.0
76561198001658920,1.3157894736842104,75.0
76561198001688490,6.7164179104477615,55.55555555555556
76561198001699914,0.0,100.0
